4.455819060612407512e+00 4.455819060612407512e+00 4.399098972144988906e+00 4.501766291384357466e+00 4.579279835565261081e+00 4.637018712888258953e+00 4.546912873919977116e+00 4.503437348123581430e+00 4.332299007731037932e+00 4.171438713147063382e+00 4.070671237198267178e+00 4.010813087995069637e+00 4.017739546830305208e+00 4.032076458078635461e+00 4.082971857255782488e+00 4.158888937707142297e+00 4.222029769531808974e+00 4.278372318807361019e+00 4.278372318807361019e+00
4.444464989389355303e+00 4.444464989389355303e+00 4.441740922363339727e+00 4.532322966297714473e+00 4.654494832721901787e+00 4.708135522617275193e+00 4.681898660324047334e+00 4.542641445732292560e+00 4.335125736530337726e+00 4.193447590791771873e+00 4.068407798557143629e+00 3.960356671080930813e+00 3.996856084654990759e+00 4.031619489028160253e+00 4.081852102244804215e+00 4.125437427376269284e+00 4.254412804675930637e+00 4.278791297642573710e+00 4.278791297642573710e+00
4.427573746703614255e+00 4.427573746703614255e+00 4.416789667870975045e+00 4.595076989031762871e+00 4.729898422808028080e+00 4.751784970284450793e+00 4.709708972073999966e+00 4.624222218912597882e+00 4.479917423529339082e+00 4.252474794893183585e+00 4.054366664129458009e+00 3.974510631766855262e+00 3.983911811754475174e+00 3.986299786432283998e+00 4.015980840193600798e+00 4.136761234052940495e+00 4.181797237802589606e+00 4.236417961521584452e+00 4.236417961521584452e+00
4.411191003053075654e+00 4.411191003053075654e+00 4.481811441831742293e+00 4.689602958815810574e+00 4.819753671792133431e+00 4.840704776955275790e+00 4.840924141065197084e+00 4.699828049473013358e+00 4.482082303316492933e+00 4.304688276212523590e+00 4.102121000128832407e+00 3.980392250335972548e+00 3.988419419311524550e+00 3.978677225524238636e+00 4.056505013384500202e+00 4.099970965086762398e+00 4.151563516990925962e+00 4.216579797288733111e+00 4.216579797288733111e+00
4.425480250476314659e+00 4.425480250476314659e+00 4.547581154700255368e+00 4.755641152556033369e+00 4.914090332837686148e+00 5.014708455037688140e+00 4.933436268036714090e+00 4.810581768051800822e+00 4.599071891012072477e+00 4.342433634032042633e+00 4.170209912628359383e+00 4.051096256069997459e+00 3.972533637705206289e+00 4.023343656107897459e+00 4.068400919024515616e+00 4.102061436604375722e+00 4.155460808140051476e+00 4.186045315257083566e+00 4.186045315257083566e+00
4.453735704104730075e+00 4.453735704104730075e+00 4.582407321538567224e+00 4.877717434381480643e+00 5.035338784920772248e+00 5.094530565791369980e+00 5.047905741800911450e+00 4.932686957273298312e+00 4.690374278759666282e+00 4.409652881987062401e+00 4.173015882425386458e+00 4.020600651642223688e+00 3.956632965237738553e+00 3.970300385680576305e+00 4.025853796258958006e+00 4.087860942872658221e+00 4.082781805059179092e+00 4.133146942419598346e+00 4.133146942419598346e+00
4.402965641470747649e+00 4.402965641470747649e+00 4.678273460004689355e+00 4.948909796822352547e+00 5.161912670612334608e+00 5.263471203330454706e+00 5.192195704517369670e+00 5.116972457314373557e+00 4.756205800928521299e+00 4.443011851999793649e+00 4.229863817649752278e+00 4.060125653001255941e+00 3.963089767980404243e+00 3.959496118586266711e+00 4.007313362463192696e+00 4.079921637839577286e+00 4.091704278012679552e+00 4.174917717067773815e+00 4.174917717067773815e+00
4.483310340114726067e+00 4.483310340114726067e+00 4.754340812913536496e+00 5.087644085747262679e+00 5.260085250491407294e+00 5.433069042595378484e+00 5.362034536757028569e+00 5.161073808230281834e+00 4.840765627286060635e+00 4.521195925553121775e+00 4.280986122505678892e+00 4.063676964498684541e+00 3.964108369518288821e+00 3.965066127441341237e+00 4.000105902740355823e+00 4.025417452462888512e+00 4.096296584314224276e+00 4.124787768948303679e+00 4.124787768948303679e+00
4.513342107925883973e+00 4.513342107925883973e+00 4.874889257440316648e+00 5.236878182205897403e+00 5.423649192777596717e+00 5.561960742957361425e+00 5.513728566026264488e+00 5.327762892274248152e+00 4.988456773681686052e+00 4.638186116407499782e+00 4.302197690165366240e+00 4.109341472879428636e+00 3.966891596822053057e+00 3.957881425904568484e+00 3.959279207617484087e+00 3.972076222023159353e+00 4.032834417540979821e+00 4.114140002631843984e+00 4.114140002631843984e+00
4.646599288210194523e+00 4.646599288210194523e+00 5.003583521378200949e+00 5.382087350007496163e+00 5.654754689137884149e+00 5.751767120027849955e+00 5.791435527895243851e+00 5.482479197555409911e+00 5.130784245437204127e+00 4.714352460749044127e+00 4.324571478302487115e+00 4.103658617422029309e+00 4.104247807695195149e+00 3.925668464925960777e+00 3.933493546143884245e+00 3.971719789562267788e+00 3.962980123973448787e+00 3.962980123973448787e+00 3.962980123973448787e+00
4.646599288210194523e+00 4.646599288210194523e+00 5.003583521378200949e+00 5.382087350007496163e+00 5.654754689137884149e+00 5.751767120027849955e+00 5.791435527895243851e+00 5.482479197555409911e+00 5.130784245437204127e+00 4.714352460749044127e+00 4.324571478302487115e+00 4.103658617422029309e+00 4.104247807695195149e+00 3.925668464925960777e+00 3.933493546143884245e+00 3.971719789562267788e+00 3.962980123973448787e+00 3.962980123973448787e+00 3.962980123973448787e+00
