4.424630167808215830e+00 4.424630167808215830e+00 4.424630167808215830e+00 4.424630167808215830e+00 4.390487959733272660e+00 4.339545761118911216e+00 4.235402024082841166e+00 4.234563089168188021e+00 4.191481975443975827e+00 4.140426348183009253e+00 4.101968613643787620e+00 3.936072411110276281e+00 4.043483129243709229e+00 4.099602192623249763e+00 4.221511037428025581e+00 4.310334378931290011e+00 4.403954726343297210e+00 4.482907445353572662e+00 4.482907445353572662e+00
4.545690375252696924e+00 4.545690375252696924e+00 4.545690375252696924e+00 4.395814669032562350e+00 4.418518319130660288e+00 4.366104440807445641e+00 4.302707598102349706e+00 4.209871927947719250e+00 4.138659791478884742e+00 4.071271496270615131e+00 4.031488922499793404e+00 4.034811477378546840e+00 4.049878649069206027e+00 4.115621690712207403e+00 4.209026103535643770e+00 4.267634060630369319e+00 4.418823162083526768e+00 4.520251955837541580e+00 4.520251955837541580e+00
4.914458785854119327e+00 4.914458785854119327e+00 4.533868830537874928e+00 4.401156141762646357e+00 4.346008153087845827e+00 4.360567553702121124e+00 4.272609797016264643e+00 4.217237142953990769e+00 4.115845463103685375e+00 4.117009415042083731e+00 4.001950601289861353e+00 3.969856298457198118e+00 4.029580830272776915e+00 4.114888861143747967e+00 4.216468800335240630e+00 4.308851115483545158e+00 4.390748571235290498e+00 4.470719836470093966e+00 4.470719836470093966e+00
4.829501199096159603e+00 4.829501199096159603e+00 4.461100421735474164e+00 4.401390400909155787e+00 4.320172268438789764e+00 4.360508366225937849e+00 4.308595683929243414e+00 4.297898071088041227e+00 4.115778296701353867e+00 4.056458993094401499e+00 3.975236245326945639e+00 3.990428465215252629e+00 4.051009240951995771e+00 4.114249851913528211e+00 4.190509264724989968e+00 4.253395439251040244e+00 4.372858941953519540e+00 4.479858352155430268e+00 4.479858352155430268e+00
4.843794474883738488e+00 4.843794474883738488e+00 4.385758074202945167e+00 4.360037859243875324e+00 4.372962516474742323e+00 4.308644959913793038e+00 4.290471909720587007e+00 4.222929223679322774e+00 4.131687919065590187e+00 4.016054078766913449e+00 4.044892203553495769e+00 3.932449403335612992e+00 3.991790547671843381e+00 4.119841270863576987e+00 4.182970375652168116e+00 4.250055345827996156e+00 4.393086435403293244e+00 4.453218926462002791e+00 4.453218926462002791e+00
4.717791317439469445e+00 4.717791317439469445e+00 4.427672942387200550e+00 4.356723615802151173e+00 4.369440216158377410e+00 4.373558692075269150e+00 4.327731750386395682e+00 4.300847790930329317e+00 4.157753517724216863e+00 4.075587574846918137e+00 3.938938922613510751e+00 3.936901533146855758e+00 4.016227968849890750e+00 4.108261481916443358e+00 4.176692557488772550e+00 4.264621035214670286e+00 4.371852995941778453e+00 4.437340064333336720e+00 4.437340064333336720e+00
4.593946980074918862e+00 4.593946980074918862e+00 4.405985470811961235e+00 4.400342445382443124e+00 4.466560267634707593e+00 4.394922664464085749e+00 4.368337635273918274e+00 4.288900847890014134e+00 4.206970132497761306e+00 4.106915817110619926e+00 4.020474498282399445e+00 3.979191423244695436e+00 4.006318813009003499e+00 4.074170911078545565e+00 4.156814235157041182e+00 4.213262791615949965e+00 4.321295066804612617e+00 4.382024309532791762e+00 4.382024309532791762e+00
4.573432304671825932e+00 4.573432304671825932e+00 4.371122808815973038e+00 4.426036775436587689e+00 4.389807978377270103e+00 4.462879884057223911e+00 4.428282521633812863e+00 4.357013643427262828e+00 4.183677850034575485e+00 4.100884093246373929e+00 3.998972687482162502e+00 3.922207978044188081e+00 3.978866154922393594e+00 4.051659255903292234e+00 4.129228580505803770e+00 4.186910962882733678e+00 4.295549730791592857e+00 4.329886078282022766e+00 4.329886078282022766e+00
4.511455888714391627e+00 4.511455888714391627e+00 4.384111895820086424e+00 4.448976518944514957e+00 4.473097458142168747e+00 4.504004571709711691e+00 4.459847967149710435e+00 4.413990682038643421e+00 4.267356478666335384e+00 4.199633028317116157e+00 4.006863345279336741e+00 3.938151344200726989e+00 3.982752404426979087e+00 4.027411977606591975e+00 4.110985733271752984e+00 4.184477055047189253e+00 4.255054529102315186e+00 4.317935702900518535e+00 4.317935702900518535e+00
4.488664226736696072e+00 4.488664226736696072e+00 4.424472784763223920e+00 4.429588760597577668e+00 4.554558262793860557e+00 4.591073163538096580e+00 4.502776365795621238e+00 4.439881122026021920e+00 4.290076402263859556e+00 4.150956094243556826e+00 4.017207914123903656e+00 3.949626738186643671e+00 3.972314867219551626e+00 4.040778603331624197e+00 4.090605957646022084e+00 4.128489548106905715e+00 4.213919640208811046e+00 4.289700020692270854e+00 4.289700020692270854e+00
