10879.997 [4-1]P2e(9.5)  10878.978 [4-1]P2f(9.5)     12
10880.021 [5-2]Q1e(4.5)  10878.556 [5-2]Q1f(4.5)     38
10898.610 [5-2]P2e(1.5)  10898.752 [5-2]P2f(1.5)    280
10926.348 [5-2]P1e(2.5)  10926.511 [5-2]P1f(2.5)    920
10951.318 [5-2]P2e(2.5)  10951.382 [5-2]P2f(2.5)    370
10975.176 [5-2]P1e(3.5)  10975.485 [5-2]P1f(3.5)   1050
11009.321 [5-2]P2e(3.5)  11009.269 [5-2]P2f(3.5)    280
11029.576 [5-2]P1e(4.5)  11030.054 [5-2]P1f(4.5)    710
11072.553 [5-2]P2e(4.5)  11072.363 [5-2]P2f(4.5)    170
11089.687 [5-2]P1e(5.5)  11090.352 [5-2]P1f(5.5)    400
11141.085 [5-2]P2e(5.5)  11140.740 [5-2]P2f(5.5)     70
11155.603 [5-2]P1e(6.5)  11156.467 [5-2]P1f(6.5)    120
11288.265 [6-3]R1e(6.5)  11288.142 [6-3]R1f(6.5)     17
11290.699 [6-3]R1e(7.5)  11290.636 [6-3]R1f(7.5)     14
11290.727 [6-3]R2e(5.5)  11290.941 [6-3]R2f(5.5)     14
11291.255 [6-3]R1e(5.5)  11291.094 [6-3]R1f(5.5)     14
11291.975 [6-3]R2e(6.5)  11292.185 [6-3]R2f(6.5)     12
11295.449 [6-3]R2e(4.5)  11295.648 [6-3]R2f(4.5)     11
11299.535 [6-3]R1e(4.5)  11299.357 [6-3]R1f(4.5)     67
11305.209 [5-2]P1e(8.5)  11306.510 [5-2]P1f(8.5)     14
11306.252 [6-3]R2e(3.5)  11306.413 [6-3]R2f(3.5)     62
11312.940 [6-3]R1e(3.5)  11312.767 [6-3]R1f(3.5)    267
11323.316 [6-3]R2e(2.5)  11323.415 [6-3]R2f(2.5)     86
11331.266 [6-3]R1e(2.5)  11331.121 [6-3]R1f(2.5)    342
11346.876 [6-3]R2e(1.5)  11346.895 [6-3]R2f(1.5)     33
11354.282 [6-3]R1e(1.5)  11354.185 [6-3]R1f(1.5)    170
11439.986 [6-3]Q1e(1.5)  11439.888 [6-3]Q1f(1.5)   1103
11447.513 [6-3]Q2e(1.5)  11446.963 [6-3]Q2f(1.5)     42
11451.785 [6-3]Q1e(2.5)  11451.422 [6-3]Q1f(2.5)    383
11468.741 [6-3]Q1e(3.5)  11467.913 [6-3]Q1f(3.5)     28
11538.704 [6-3]P1e(2.5)  11538.873 [6-3]P1f(2.5)    893
11565.211 [6-3]P2e(2.5)  11565.291 [6-3]P2f(2.5)     48
11591.523 [6-3]P1e(3.5)  11591.846 [6-3]P1f(3.5)    950
11627.867 [6-3]P2e(3.5)  11627.828 [6-3]P2f(3.5)    315
11650.495 [6-3]P1e(4.5)  11651.000 [6-3]P1f(4.5)    770
11696.439 [6-3]P2e(4.5)  11696.254 [6-3]P2f(4.5)    205
11715.800 [6-3]P1e(5.5)  11716.509 [6-3]P1f(5.5)    470
11770.999 [6-3]P2e(5.5)  11770.648 [6-3]P2f(5.5)    106
11787.572 [6-3]P1e(6.5)  11788.499 [6-3]P1f(6.5)    210
11851.703 [6-3]P2e(6.5)  11851.171 [6-3]P2f(6.5)     46
11865.930 [6-3]P1e(7.5)  11867.094 [6-3]P1f(7.5)     87
11938.756 [6-3]P2e(7.5)  11938.027 [6-3]P2f(7.5)     33
11951.012 [6-3]P1e(8.5)  11952.428 [6-3]P1f(8.5)     45
11967.969 [7-4]R1e(6.5)  11967.896 [7-4]R1f(6.5)     34
11968.935 [7-4]R1e(5.5)  11968.806 [7-4]R1f(5.5)     74
11970.541 [7-4]R2e(5.5)  11970.768 [7-4]R2f(5.5)     26
11973.184 [7-4]R1e(7.5)  11973.190 [7-4]R1f(7.5)     30
11973.442 [7-4]R2e(4.5)  11973.657 [7-4]R2f(4.5)     34
11974.428 [7-4]R2e(6.5)  11974.641 [7-4]R2f(6.5)     22
11975.919 [7-4]R1e(4.5)  11975.760 [7-4]R1f(4.5)     60
11983.231 [7-4]R2e(3.5)  11983.409 [7-4]R2f(3.5)     90
11984.729 [7-4]R1e(8.5)  11984.838 [7-4]R1f(8.5)     20
11985.068 [7-4]R2e(7.5)  11985.245 [7-4]R2f(7.5)     15
11988.731 [7-4]R1e(3.5)  11988.569 [7-4]R1f(3.5)    300
12000.084 [7-4]R2e(2.5)  12000.199 [7-4]R2f(2.5)    160
12002.485 [7-4]R2e(8.5)  12002.603 [7-4]R2f(8.5)     17
12002.751 [7-4]R1e(9.5)  12002.988 [7-4]R1f(9.5)     17
12007.150 [7-4]R1e(2.5)  12007.010 [7-4]R1f(2.5)    610
12024.234 [7-4]R2e(1.5)  12024.263 [7-4]R2f(1.5)    270
12030.932 [7-4]R1e(1.5)  12030.837 [7-4]R1f(1.5)    690
12042.978 [6-3]P1e(9.5)  12044.663 [6-3]P1f(9.5)     35
12055.915 [7-4]R2e(0.5)  12055.850 [7-4]R2f(0.5)    250
12120.562 [7-4]Q2e(0.5)  12120.225 [7-4]Q2f(0.5)    200
12122.688 [7-4]Q1e(1.5)  12122.589 [7-4]Q1f(1.5)   1800
12131.359 [7-4]Q2e(1.5)  12130.784 [7-4]Q2f(1.5)     50
12136.106 [7-4]Q1e(2.5)  12135.738 [7-4]Q1f(2.5)    670
12149.000 [7-4]Q2e(2.5)  12148.356 [7-4]Q2f(2.5)     30
12155.358 [7-4]Q1e(3.5)  12154.514 [7-4]Q1f(3.5)    230
12180.695 [7-4]Q1e(4.5)  12179.156 [7-4]Q1f(4.5)     80
12196.305 [7-4]P2e(1.5)  12196.479 [7-4]P2f(1.5)    400
12229.204 [7-4]P1e(2.5)  12229.379 [7-4]P1f(2.5)   1350
12257.684 [7-4]P2e(2.5)  12257.784 [7-4]P2f(2.5)    560
12286.819 [7-4]P1e(3.5)  12287.158 [7-4]P1f(3.5)   1460
12325.925 [7-4]P2e(3.5)  12325.906 [7-4]P2f(3.5)    510
12351.329 [7-4]P1e(4.5)  12351.866 [7-4]P1f(4.5)   1180
12362.221 [6-3]P1e(12.5) 12364.842 [6-3]P1f(12.5)    38
12400.964 [7-4]P2e(4.5)  12400.791 [7-4]P2f(4.5)    290
12422.969 [7-4]P1e(5.5)  12423.730 [7-4]P1f(5.5)    650
12482.879 [7-4]P2e(5.5)  12482.528 [7-4]P2f(5.5)    152
12501.919 [7-4]P1e(6.5)  12502.925 [7-4]P1f(6.5)    320
12571.846 [7-4]P2e(6.5)  12571.297 [7-4]P2f(6.5)     80
12588.352 [7-4]P1e(7.5)  12589.623 [7-4]P1f(7.5)     60
12748.007 [8-5]R1e(5.5)  12747.926 [8-5]R1f(5.5)    133
12750.139 [8-5]R1e(6.5)  12750.136 [8-5]R1f(6.5)     81
12752.809 [8-5]R2e(5.5)  12753.057 [8-5]R2f(5.5)    133
12752.867 [8-5]R2e(4.5)  12753.109 [8-5]R2f(4.5)    133
12752.867 [8-5]R1e(4.5)  12752.738 [8-5]R1f(4.5)    133
12760.629 [8-5]R2e(6.5)  12760.854 [8-5]R2f(6.5)     15
12760.885 [8-5]R2e(3.5)  12761.092 [8-5]R2f(3.5)    150
12776.185 [8-5]R1e(8.5)  12776.428 [8-5]R1f(8.5)     18
12776.323 [8-5]R2e(7.5)  12776.496 [8-5]R2f(7.5)     10
12777.027 [8-5]R2e(2.5)  12777.167 [8-5]R2f(2.5)    250
12782.634 [8-5]R1e(2.5)  12782.502 [8-5]R1f(2.5)    920
12799.955 [8-5]R2e(8.5)  12800.048 [8-5]R2f(8.5)     22
12800.499 [8-5]R1e(9.5)  12800.910 [8-5]R1f(9.5)     22
12801.519 [8-5]R2e(1.5)  12801.568 [8-5]R2f(1.5)    366
12807.030 [8-5]R1e(1.5)  12806.938 [8-5]R1f(1.5)    790
12834.594 [8-5]R2e(0.5)  12834.539 [8-5]R2f(0.5)    380
12903.710 [8-5]Q2e(0.5)  12903.362 [8-5]Q2f(0.5)    280
12905.761 [8-5]Q1e(1.5)  12905.661 [8-5]Q1f(1.5)   2400
12916.101 [8-5]Q2e(1.5)  12915.503 [8-5]Q2f(1.5)     93
12921.319 [8-5]Q1e(2.5)  12920.946 [8-5]Q1f(2.5)    960
12936.397 [8-5]Q2e(2.5)  12935.722 [8-5]Q2f(2.5)     43
12943.607 [8-5]Q1e(3.5)  12942.748 [8-5]Q1f(3.5)    360
12964.414 [8-5]Q2e(3.5)  12963.872 [8-5]Q2f(3.5)     14
12972.916 [8-5]Q1e(4.5)  12971.344 [8-5]Q1f(4.5)    115
12977.138 [8-5]R2e(12.5) 12976.630 [8-5]R2f(12.5)    12
12978.481 [8-5]R1e(13.5) 12979.887 [8-5]R1f(13.5)    10
12985.553 [8-5]P2e(1.5)  12985.748 [8-5]P2f(1.5)    530
13000.041 [8-5]Q2e(4.5)  12999.857 [8-5]Q2f(4.5)      9
13003.590 [7-4]P2e(10.5) 13002.060 [7-4]P2f(10.5)    39
13009.495 [8-5]Q1e(5.5)  13006.984 [8-5]Q1f(5.5)     42
13013.102 [7-4]P1e(11.5) 13015.656 [7-4]P1f(11.5)    49
13021.543 [8-5]P1e(2.5)  13021.725 [8-5]P1f(2.5)   1770
13052.679 [8-5]P2e(2.5)  13052.807 [8-5]P2f(2.5)    750
13053.657 [6-3]P2e(16.5) 13050.297 [6-3]P2f(16.5)    22
13056.113 [6-3]P1e(17.5) 13060.831 [6-3]P1f(17.5)    21
13085.086 [8-5]P1e(3.5)  13085.443 [8-5]P1f(3.5)   2000
13127.820 [8-5]P2e(3.5)  13127.828 [8-5]P2f(3.5)    620
13132.130 [7-4]P2e(11.5) 13130.300 [7-4]P2f(11.5)    50
13140.400 [7-4]P1e(12.5) 13143.339 [7-4]P1f(12.5)    55
13156.507 [8-5]P1e(4.5)  13157.081 [8-5]P1f(4.5)   1350
13210.922 [8-5]P2e(4.5)  13210.770 [8-5]P2f(4.5)    400
13220.948 [6-3]P2e(17.5) 13217.168 [6-3]P2f(17.5)    17
13222.646 [6-3]P1e(18.5) 13227.885 [6-3]P1f(18.5)    23
13236.107 [8-5]P1e(5.5)  13236.931 [8-5]P1f(5.5)    940
13269.684 [7-4]P2e(12.5) 13267.529 [7-4]P2f(12.5)    33
13276.829 [7-4]P1e(13.5) 13280.186 [7-4]P1f(13.5)    45
13302.084 [8-5]P2e(5.5)  13301.742 [8-5]P2f(5.5)     46
14518.798 [2-0]P1e(2.5)  14519.122 [2-0]P1f(2.5)   2200
14523.581 [9-6]P1e(8.5)  14525.549 [9-6]P1f(8.5)     62
14563.950 [2-0]P2e(2.5)  14564.019 [2-0]P2f(2.5)   1220
14604.539 [2-0]P1e(3.5)  14605.127 [2-0]P1f(3.5)   1260
14637.657 [9-6]P2e(8.5)  14636.541 [9-6]P2f(8.5)     33
14645.715 [3-1]R1e(7.5)  14645.054 [3-1]R1f(7.5)     33
14655.696 [9-6]P1e(9.5)  14658.091 [9-6]P1f(9.5)     30
14665.151 [2-0]P2e(3.5)  14664.991 [2-0]P2f(3.5)    280
14697.999 [2-0]P1e(4.5)  14698.877 [2-0]P1f(4.5)    890
14702.559 [3-1]R1e(5.5)  14701.926 [3-1]R1f(5.5)     84
14713.091 [3-1]R2e(4.5)  14713.531 [3-1]R2f(4.5)     15
14717.361 [3-1]R2e(15.5) 14717.458 [3-1]R2f(15.5)     3
14717.533 [3-1]R1e(16.5) 14717.877 [3-1]R1f(16.5)     3
14740.303 [3-1]R1e(4.5)  14739.725 [3-1]R1f(4.5)    261
14755.430 [3-1]R2e(3.5)  14755.754 [3-1]R2f(3.5)    147
14772.593 [2-0]P2e(4.5)  14772.176 [2-0]P2f(4.5)    352
14783.983 [3-1]R1e(3.5)  14783.489 [3-1]R1f(3.5)    966
14799.242 [2-0]P1e(5.5)  14800.425 [2-0]P1f(5.5)    822
14805.703 [3-1]R2e(2.5)  14805.878 [3-1]R2f(2.5)    223
14833.281 [3-1]R1e(2.5)  14832.902 [3-1]R1f(2.5)   2062
14864.396 [3-1]R2e(1.5)  14864.397 [3-1]R2f(1.5)    580
14886.510 [2-0]P2e(5.5)  14885.823 [2-0]P2f(5.5)    191
14887.815 [3-1]R1e(1.5)  14887.577 [3-1]R1f(1.5)   3059
14908.280 [2-0]P1e(6.5)  14909.778 [2-0]P1f(6.5)    419
14931.968 [3-1]R2e(0.5)  14931.793 [3-1]R2f(0.5)   1103
15007.220 [2-0]P2e(6.5)  15006.253 [2-0]P2f(6.5)     61
15025.144 [2-0]P1e(7.5)  15026.971 [2-0]P1f(7.5)    112
15053.188 [3-1]Q2e(0.5)  15052.538 [3-1]Q2f(0.5)   1009
15055.654 [3-1]Q1e(1.5)  15055.440 [3-1]Q1f(1.5)   9300
15064.541 [3-1]Q2e(1.5)  15063.454 [3-1]Q2f(1.5)    305
15069.358 [3-1]Q1e(2.5)  15068.574 [3-1]Q1f(2.5)   3184
15082.842 [3-1]Q2e(2.5)  15081.670 [3-1]Q2f(2.5)     80
15089.159 [3-1]Q1e(3.5)  15087.391 [3-1]Q1f(3.5)    809
15107.809 [3-1]Q2e(3.5)  15106.961 [3-1]Q2f(3.5)     37
15115.311 [3-1]Q1e(4.5)  15112.141 [3-1]Q1f(4.5)    250
15135.056 [2-0]P2e(7.5)  15133.797 [2-0]P2f(7.5)     28
15139.275 [3-1]Q2e(4.5)  15139.165 [3-1]Q2f(4.5)     17
15147.988 [3-1]Q1e(5.5)  15143.013 [3-1]Q1f(5.5)     55
15149.910 [2-0]P1e(8.5)  15152.079 [2-0]P1f(8.5)     43
15187.008 [3-1]P2e(1.5)  15187.271 [3-1]P2f(1.5)   1918
15240.786 [3-1]P1e(2.5)  15241.120 [3-1]P1f(2.5)   7462
15270.339 [2-0]P2e(8.5)  15268.775 [2-0]P2f(8.5)     29
15282.700 [2-0]P1e(9.5)  15285.228 [2-0]P1f(9.5)     40
15287.748 [3-1]P2e(2.5)  15287.834 [3-1]P2f(2.5)   2303
15332.097 [3-1]P1e(3.5)  15332.707 [3-1]P1f(3.5)   7920
15373.216 [4-2]R1e(10.5) 15372.757 [4-2]R1f(10.5)    41
15374.748 [4-2]R2e(9.5)  15375.357 [4-2]R2f(9.5)     35
15376.737 [4-2]R1e(9.5)  15376.192 [4-2]R1f(9.5)     56
15377.051 [4-2]R1e(11.5) 15376.704 [4-2]R1f(11.5)    30
15377.926 [4-2]R2e(10.5) 15378.488 [4-2]R2f(10.5)    30
15379.192 [4-2]R2e(8.5)  15379.823 [4-2]R2f(8.5)     33
15387.521 [4-2]R1e(8.5)  15386.915 [4-2]R1f(8.5)     43
15388.343 [4-2]R1e(12.5) 15388.133 [4-2]R1f(12.5)    26
15388.760 [4-2]R2e(11.5) 15389.249 [4-2]R2f(11.5)    24
15391.259 [4-2]R2e(7.5)  15391.887 [4-2]R2f(7.5)     30
15395.414 [3-1]P2e(3.5)  15395.262 [3-1]P2f(3.5)   2002
15405.473 [4-2]R1e(7.5)  15404.832 [4-2]R1f(7.5)     48
15407.203 [4-2]R1e(13.5) 15407.157 [4-2]R1f(13.5)    24
15407.315 [4-2]R2e(12.5) 15407.707 [4-2]R2f(12.5)    24
15410.997 [4-2]R2e(6.5)  15411.596 [4-2]R2f(6.5)     32
15413.382 [2-0]P2e(9.5)  15411.498 [2-0]P2f(9.5)     24
15423.675 [2-0]P1e(10.5) 15426.580 [2-0]P1f(10.5)    28
15430.490 [4-2]R1e(6.5)  15429.840 [4-2]R1f(6.5)     78
15431.699 [3-1]P1e(4.5)  15432.617 [3-1]P1f(4.5)   4831
15433.687 [4-2]R2e(13.5) 15433.957 [4-2]R2f(13.5)    22
15433.758 [4-2]R1e(14.5) 15433.904 [4-2]R1f(14.5)    22
15438.512 [4-2]R2e(5.5)  15439.055 [4-2]R2f(5.5)     43
15462.442 [4-2]R1e(5.5)  15461.811 [4-2]R1f(5.5)    159
15467.998 [4-2]R2e(14.5) 15468.119 [4-2]R2f(14.5)    17
15468.155 [4-2]R1e(15.5) 15468.520 [4-2]R1f(15.5)    17
15473.988 [4-2]R2e(4.5)  15474.443 [4-2]R2f(4.5)     96
15501.156 [4-2]R1e(4.5)  15500.575 [4-2]R1f(4.5)    554
15509.984 [3-1]P2e(4.5)  15509.562 [3-1]P2f(4.5)   1106
15517.708 [4-2]R2e(3.5)  15518.043 [4-2]R2f(3.5)    260
15539.708 [3-1]P1e(5.5)  15540.952 [3-1]P1f(5.5)   2369
15546.390 [4-2]R1e(3.5)  15545.892 [4-2]R1f(3.5)   1479
15570.071 [4-2]R2e(2.5)  15570.251 [4-2]R2f(2.5)    673
15573.035 [2-0]P1e(11.5) 15576.339 [2-0]P1f(11.5)    34
15597.821 [4-2]R1e(2.5)  15597.439 [4-2]R1f(2.5)   2892
15631.560 [4-2]R2e(1.5)  15631.560 [4-2]R2f(1.5)   1250
15631.682 [3-1]P2e(5.5)  15630.974 [3-1]P2f(5.5)    416
15655.071 [4-2]R1e(1.5)  15654.831 [4-2]R1f(1.5)   3700
15656.174 [3-1]P1e(6.5)  15657.758 [3-1]P1f(6.5)    800
15702.628 [4-2]R2e(0.5)  15702.446 [4-2]R2f(0.5)   1150
15723.991 [2-0]P2e(11.5) 15721.412 [2-0]P2f(11.5)    30
15731.014 [2-0]P1e(12.5) 15734.738 [2-0]P1f(12.5)    35
15760.836 [3-1]P2e(6.5)  15759.827 [3-1]P2f(6.5)    230
15781.160 [3-1]P1e(7.5)  15783.099 [3-1]P1f(7.5)    270
15830.673 [4-2]Q2e(0.5)  15829.992 [4-2]Q2f(0.5)   1077
15833.378 [4-2]Q1e(1.5)  15833.161 [4-2]Q1f(1.5)  10000
15843.076 [4-2]Q2e(1.5)  15841.929 [4-2]Q2f(1.5)    369
15848.457 [4-2]Q1e(2.5)  15847.660 [4-2]Q1f(2.5)   3846
15863.116 [4-2]Q2e(2.5)  15861.863 [4-2]Q2f(2.5)    130
15870.210 [4-2]Q1e(3.5)  15868.403 [4-2]Q1f(3.5)   1280
15890.504 [4-2]Q2e(3.5)  15889.569 [4-2]Q2f(3.5)     45
15892.194 [2-0]P2e(12.5) 15889.238 [2-0]P2f(12.5)    26
15897.797 [3-1]P2e(7.5)  15896.475 [3-1]P2f(7.5)    107
15897.875 [2-0]P1e(13.5) 15902.044 [2-0]P1f(13.5)    28
15898.916 [4-2]Q1e(4.5)  15895.661 [4-2]Q1f(4.5)    350
15914.769 [3-1]P1e(8.5)  15917.079 [3-1]P1f(8.5)    140
15925.065 [4-2]Q2e(4.5)  15924.883 [4-2]Q2f(4.5)     43
15934.777 [4-2]Q1e(5.5)  15929.649 [4-2]Q1f(5.5)     77
15972.454 [4-2]P2e(1.5)  15972.739 [4-2]P2f(1.5)   2450
15977.944 [4-2]Q1e(6.5)  15970.537 [4-2]Q1f(6.5)     20
16030.658 [4-2]P1e(2.5)  16031.000 [4-2]P1f(2.5)   8300
16042.919 [3-1]P2e(8.5)  16041.269 [3-1]P2f(8.5)     75
16057.153 [3-1]P1e(9.5)  16059.853 [3-1]P1f(9.5)     87
16069.443 [2-0]P2e(13.5) 16066.088 [2-0]P2f(13.5)    33
16073.915 [2-0]P1e(14.5) 16078.554 [2-0]P1f(14.5)    60
16079.701 [4-2]P2e(2.5)  16079.807 [4-2]P2f(2.5)   3200
16128.291 [4-2]P1e(3.5)  16128.923 [4-2]P1f(3.5)   9400
16194.687 [4-2]P2e(3.5)  16194.547 [4-2]P2f(3.5)   2400
16196.553 [3-1]P2e(9.5)  16194.556 [3-1]P2f(9.5)     45
16208.505 [3-1]P1e(10.5) 16211.617 [3-1]P1f(10.5)    79
16221.185 [5-3]R1e(10.5) 16220.830 [5-3]R1f(10.5)    60
16221.524 [5-3]R1e(9.5)  16221.056 [5-3]R1f(9.5)     53
16222.820 [5-3]R2e(9.5)  16223.411 [5-3]R2f(9.5)     45
16224.178 [5-3]R2e(8.5)  16224.805 [5-3]R2f(8.5)     41
16229.071 [5-3]R1e(11.5) 16228.857 [5-3]R1f(11.5)    54
16229.961 [5-3]R1e(8.5)  16229.410 [5-3]R1f(8.5)     49
16229.980 [5-3]R2e(10.5) 16230.508 [5-3]R2f(10.5)    41
16234.036 [5-3]R2e(7.5)  16234.670 [5-3]R2f(7.5)     45
16234.896 [4-2]P1e(4.5)  16235.856 [4-2]P1f(4.5)   5900
16245.317 [5-3]R1e(12.5) 16245.274 [5-3]R1f(12.5)    37
16245.723 [5-3]R2e(11.5) 16246.159 [5-3]R2f(11.5)    36
